octave_min,entropy
1.0,0.010530599870322302
2.0,0.010530599870322302
4.0,0.008795086166965366
8.0,0.009280757221255332
16.0,0.0074283892709623356
32.0,0.005038174933024175
64.0,0.013046911267618868
302.0,0.10155975884964966
